economy,year,en_atm_noxe_ag_kt_ce
and,2011,0
and,2012,0
and,2013,0
and,2014,0
and,2015,0
and,2016,0
and,2017,0
and,2018,0
ago,1990,15100
ago,1991,15130
ago,1992,15180
ago,1993,15120
ago,1994,15070
ago,1995,15050
ago,1996,13510
ago,1997,13270
ago,1998,14680
ago,1999,13550
ago,2000,13960
ago,2001,14290
ago,2002,15470
ago,2003,17760
ago,2004,17860
ago,2005,17560
ago,2006,16170
ago,2007,17310
ago,2008,16360
ago,2009,16420
ago,2010,17280
ago,2011,17850
ago,2012,16900
ago,2013,17440
ago,2014,16880
ago,2015,17460
ago,2016,17570
ago,2017,17970
ago,2018,15910
atg,1990,10
atg,1991,10
atg,1992,10
atg,1993,10
atg,1994,10
atg,1995,10
atg,1996,10
atg,1997,10
atg,1998,10
atg,1999,10
atg,2000,10
atg,2001,10
atg,2002,10
atg,2003,10
atg,2004,10
atg,2005,10
atg,2006,10
atg,2007,10
atg,2008,10
atg,2009,10
atg,2010,10
atg,2011,10
atg,2012,10
atg,2013,10
atg,2014,10
atg,2015,10
atg,2016,10
atg,2017,10
atg,2018,10
arg,1990,34040
arg,1991,33850
arg,1992,34510
arg,1993,33970
arg,1994,34930
arg,1995,34920
arg,1996,35140
arg,1997,35430
arg,1998,35030
arg,1999,35280
arg,2000,37370
arg,2001,37180
arg,2002,37700
arg,2003,41540
arg,2004,41670
arg,2005,41180
arg,2006,42510
arg,2007,44860
arg,2008,43430
arg,2009,37910
arg,2010,39000
arg,2011,39990
arg,2012,39460
arg,2013,40810
arg,2014,41180
arg,2015,40760
arg,2016,43700
arg,2017,45630
arg,2018,45210
arm,1990,770
arm,1991,720
arm,1992,650
arm,1993,550
arm,1994,490
arm,1995,480
arm,1996,490
arm,1997,480
arm,1998,470
arm,1999,450
arm,2000,460
arm,2001,470
arm,2002,550
arm,2003,540
arm,2004,590
arm,2005,560
arm,2006,870
arm,2007,710
arm,2008,680
arm,2009,740
arm,2010,680
arm,2011,710
arm,2012,870
arm,2013,930
arm,2014,880
arm,2015,990
arm,2016,1520
arm,2017,1120
arm,2018,1070
aus,1990,74660
aus,1991,73860
aus,1992,72700
aus,1993,72070
aus,1994,71860
aus,1995,71600
aus,1996,65590
aus,1997,64440
aus,1998,68670
aus,1999,85620
aus,2000,93510
aus,2001,103500
aus,2002,96150
aus,2003,55580
aus,2004,79260
aus,2005,56230
aus,2006,75740
aus,2007,70690
aus,2008,54770
aus,2009,58630
aus,2010,47490
aus,2011,101120
aus,2012,100540
aus,2013,57930
aus,2014,70380
aus,2015,66540
aus,2016,52100
aus,2017,74160
aus,2018,71490
aut,1990,3240
aut,1991,3200
aut,1992,3090
aut,1993,2980
aut,1994,2980
aut,1995,2910
aut,1996,2960
aut,1997,2920
aut,1998,2880
aut,1999,2840
aut,2000,2760
aut,2001,2760
aut,2002,2640
aut,2003,2550
aut,2004,2560
aut,2005,2560
aut,2006,2510
aut,2007,2410
aut,2008,2480
aut,2009,2410
aut,2010,2460
aut,2011,2510
aut,2012,2550
aut,2013,2550
aut,2014,2650
aut,2015,2640
aut,2016,2660
aut,2017,2600
aut,2018,2590
aze,1990,2580
aze,1991,2420
aze,1992,2070
aze,1993,1840
aze,1994,1720
aze,1995,1700
aze,1996,1630
aze,1997,1730
aze,1998,1760
aze,1999,1830
aze,2000,1840
aze,2001,2030
aze,2002,2140
aze,2003,2210
aze,2004,2330
aze,2005,2370
aze,2006,2490
aze,2007,2500
aze,2008,2680
aze,2009,2720
aze,2010,2680
aze,2011,2760
aze,2012,2840
aze,2013,2870
aze,2014,2950
aze,2015,3340
aze,2016,3300
aze,2017,3190
aze,2018,3480
bhs,1990,20
bhs,1991,20
bhs,1992,20
bhs,1993,20
bhs,1994,20
bhs,1995,20
bhs,1996,20
bhs,1997,20
bhs,1998,30
bhs,1999,20
bhs,2000,20
bhs,2001,20
bhs,2002,20
bhs,2003,10
bhs,2004,30
bhs,2005,20
bhs,2006,20
bhs,2007,20
bhs,2008,30
bhs,2009,20
bhs,2010,20
bhs,2011,30
bhs,2012,20
bhs,2013,30
bhs,2014,20
bhs,2015,20
bhs,2016,20
bhs,2017,30
bhs,2018,20
bhr,1990,20
bhr,1991,20
bhr,1992,20
bhr,1993,20
bhr,1994,20
bhr,1995,10
bhr,1996,20
bhr,1997,20
bhr,1998,20
bhr,1999,20
bhr,2000,10
bhr,2001,10
bhr,2002,20
bhr,2003,30
bhr,2004,30
bhr,2005,30
bhr,2006,30
bhr,2007,20
bhr,2008,30
bhr,2009,20
bhr,2010,30
bhr,2011,40
bhr,2012,40
bhr,2013,40
bhr,2014,40
bhr,2015,30
bhr,2016,20
bhr,2017,20
bhr,2018,30
bgd,1990,15190
bgd,1991,15970
bgd,1992,16260
bgd,1993,16630
bgd,1994,17270
bgd,1995,18510
bgd,1996,19000
bgd,1997,18470
bgd,1998,18460
bgd,1999,19660
bgd,2000,19780
bgd,2001,20180
bgd,2002,20710
bgd,2003,20190
bgd,2004,20270
bgd,2005,21000
bgd,2006,21990
bgd,2007,22050
bgd,2008,24090
bgd,2009,23560
bgd,2010,24060
bgd,2011,25040
bgd,2012,24400
bgd,2013,24550
bgd,2014,25430
bgd,2015,26060
bgd,2016,25100
bgd,2017,26210
bgd,2018,27040
brb,1990,40
brb,1991,40
brb,1992,40
brb,1993,40
brb,1994,40
brb,1995,50
brb,1996,50
brb,1997,50
brb,1998,40
brb,1999,40
brb,2000,40
brb,2001,40
brb,2002,30
brb,2003,30
brb,2004,40
brb,2005,30
brb,2006,30
brb,2007,30
brb,2008,40
brb,2009,30
brb,2010,30
brb,2011,30
brb,2012,30
brb,2013,40
brb,2014,30
brb,2015,30
brb,2016,30
brb,2017,30
brb,2018,30
blr,1990,16310
blr,1991,15300
blr,1992,11960
blr,1993,11640
blr,1994,11110
blr,1995,11000
blr,1996,11000
blr,1997,11020
blr,1998,10920
blr,1999,10870
blr,2000,10710
blr,2001,10700
blr,2002,10370
blr,2003,10630
blr,2004,10840
blr,2005,11180
blr,2006,11640
blr,2007,11490
blr,2008,12000
blr,2009,12200
blr,2010,12030
blr,2011,12560
blr,2012,12410
blr,2013,12180
blr,2014,11770
blr,2015,11670
blr,2016,10930
blr,2017,11330
blr,2018,11190
bel,1990,3770
bel,1991,3780
bel,1992,3700
bel,1993,3690
bel,1994,3690
bel,1995,3730
bel,1996,3790
bel,1997,3720
bel,1998,3720
bel,1999,3800
bel,2000,2710
bel,2001,2660
bel,2002,3520
bel,2003,3420
bel,2004,3380
bel,2005,3330
bel,2006,3260
bel,2007,3320
bel,2008,3230
bel,2009,3360
bel,2010,3450
bel,2011,3410
bel,2012,3370
bel,2013,3360
bel,2014,3430
bel,2015,3470
bel,2016,3340
bel,2017,3290
bel,2018,3310
blz,1990,100
blz,1991,100
blz,1992,100
blz,1993,100
blz,1994,100
blz,1995,90
blz,1996,80
blz,1997,80
blz,1998,90
blz,1999,100
blz,2000,90
blz,2001,90
blz,2002,160
blz,2003,220
blz,2004,100
blz,2005,110
blz,2006,100
blz,2007,110
blz,2008,110
blz,2009,140
blz,2010,120
blz,2011,160
blz,2012,150
blz,2013,220
blz,2014,220
blz,2015,220
blz,2016,220
blz,2017,210
blz,2018,190
ben,1990,1500
ben,1991,1560
ben,1992,1580
ben,1993,1600
ben,1994,1700
ben,1995,1630
ben,1996,1920
ben,1997,2020
ben,1998,2130
ben,1999,2090
ben,2000,2250
ben,2001,1810
ben,2002,2120
ben,2003,1880
ben,2004,1790
ben,2005,2180
ben,2006,1960
ben,2007,2030
ben,2008,1810
ben,2009,1910
ben,2010,1950
ben,2011,1990
ben,2012,2040
ben,2013,2140
ben,2014,2130
ben,2015,2080
ben,2016,2270
ben,2017,2170
ben,2018,2520
btn,1990,110
btn,1991,110
btn,1992,100
btn,1993,100
btn,1994,110
btn,1995,120
btn,1996,110
btn,1997,110
btn,1998,110
btn,1999,120
btn,2000,110
btn,2001,100
btn,2002,100
btn,2003,100
btn,2004,100
btn,2005,120
btn,2006,110
btn,2007,110
btn,2008,100
btn,2009,110
btn,2010,110
btn,2011,110
btn,2012,110
btn,2013,110
btn,2014,100
btn,2015,100
btn,2016,100
btn,2017,100
btn,2018,110
bol,1990,4830
bol,1991,4950
bol,1992,5050
bol,1993,5170
bol,1994,5320
bol,1995,5450
bol,1996,5250
bol,1997,5450
bol,1998,5790
bol,1999,6120
bol,2000,5810
bol,2001,5780
bol,2002,6650
bol,2003,6340
bol,2004,7190
bol,2005,7740
bol,2006,7390
bol,2007,7360
bol,2008,7360
bol,2009,7340
bol,2010,9190
bol,2011,8110
bol,2012,8120
bol,2013,8090
bol,2014,7650
bol,2015,8170
bol,2016,8660
bol,2017,8460
bol,2018,8370
bih,1990,780
bih,1991,710
bih,1992,680
bih,1993,640
bih,1994,600
bih,1995,540
bih,1996,460
bih,1997,570
bih,1998,720
bih,1999,770
bih,2000,780
bih,2001,710
bih,2002,700
bih,2003,670
bih,2004,860
bih,2005,810
bih,2006,810
bih,2007,820
bih,2008,760
bih,2009,1080
bih,2010,1060
bih,2011,1190
bih,2012,1280
bih,2013,1200
bih,2014,1300
bih,2015,1340
bih,2016,1200
bih,2017,1200
bih,2018,1080
bwa,1990,4530
bwa,1991,4340
bwa,1992,4210
bwa,1993,4090
bwa,1994,4240
bwa,1995,4540
bwa,1996,5350
bwa,1997,5050
bwa,1998,4530
bwa,1999,4410
bwa,2000,4220
bwa,2001,5310
bwa,2002,5500
bwa,2003,1840
bwa,2004,2120
bwa,2005,2660
bwa,2006,3700
bwa,2007,2660
bwa,2008,7150
bwa,2009,2520
bwa,2010,8350
bwa,2011,10590
bwa,2012,4290
bwa,2013,3780
bwa,2014,2390
bwa,2015,2080
bwa,2016,1720
bwa,2017,3410
bwa,2018,2420
bra,1990,97910
bra,1991,100840
bra,1992,102700
bra,1993,104310
bra,1994,107450
bra,1995,108850
bra,1996,102650
bra,1997,106080
bra,1998,111120
bra,1999,111380
bra,2000,111120
bra,2001,117980
bra,2002,126750
bra,2003,132430
bra,2004,140380
bra,2005,140040
bra,2006,137220
bra,2007,148830
bra,2008,142230
bra,2009,138840
bra,2010,155440
bra,2011,154660
bra,2012,155230
bra,2013,155300
bra,2014,161680
bra,2015,159070
bra,2016,163230
bra,2017,171310
bra,2018,166170
brn,1990,70
brn,1991,70
brn,1992,70
brn,1993,60
brn,1994,60
brn,1995,60
brn,1996,60
brn,1997,70
brn,1998,70
brn,1999,80
brn,2000,90
brn,2001,90
brn,2002,90
brn,2003,90
brn,2004,100
brn,2005,90
brn,2006,90
brn,2007,100
brn,2008,100
brn,2009,100
brn,2010,100
brn,2011,100
brn,2012,110
brn,2013,110
brn,2014,110
brn,2015,110
brn,2016,110
brn,2017,110
brn,2018,100
bgr,1990,5990
bgr,1991,5430
bgr,1992,3790
bgr,1993,3180
bgr,1994,3190
bgr,1995,2510
bgr,1996,2570
bgr,1997,2650
bgr,1998,2450
bgr,1999,2340
bgr,2000,2480
bgr,2001,2680
bgr,2002,3240
bgr,2003,3310
bgr,2004,3060
bgr,2005,2620
bgr,2006,2280
bgr,2007,2540
bgr,2008,2760
bgr,2009,3060
bgr,2010,2980
bgr,2011,3620
bgr,2012,2820
bgr,2013,3190
bgr,2014,3250
bgr,2015,3390
bgr,2016,3440
bgr,2017,3480
bgr,2018,3480
bfa,1990,4560
bfa,1991,4770
bfa,1992,4860
bfa,1993,4940
bfa,1994,5040
bfa,1995,5160
bfa,1996,5100
bfa,1997,5350
bfa,1998,5420
bfa,1999,5580
bfa,2000,6040
bfa,2001,5500
bfa,2002,5850
bfa,2003,7160
bfa,2004,7340
bfa,2005,7620
bfa,2006,7420
bfa,2007,7550
bfa,2008,7700
bfa,2009,7870
bfa,2010,8230
bfa,2011,8210
bfa,2012,8260
bfa,2013,8540
bfa,2014,8600
bfa,2015,8680
bfa,2016,9190
bfa,2017,9210
bfa,2018,9190
bdi,1990,910
bdi,1991,920
bdi,1992,930
bdi,1993,910
bdi,1994,860
bdi,1995,900
bdi,1996,890
bdi,1997,900
bdi,1998,880
bdi,1999,900
bdi,2000,900
bdi,2001,910
bdi,2002,900
bdi,2003,900
bdi,2004,930
bdi,2005,940
bdi,2006,980
bdi,2007,990
bdi,2008,1040
bdi,2009,1090
bdi,2010,1160
bdi,2011,1230
bdi,2012,1260
bdi,2013,1400
bdi,2014,1400
bdi,2015,1370
bdi,2016,1510
bdi,2017,1710
bdi,2018,1760
cpv,1990,50
cpv,1991,60
cpv,1992,80
cpv,1993,80
cpv,1994,60
cpv,1995,80
cpv,1996,50
cpv,1997,60
cpv,1998,70
cpv,1999,80
cpv,2000,70
cpv,2001,70
cpv,2002,80
cpv,2003,70
cpv,2004,80
cpv,2005,80
cpv,2006,80
cpv,2007,80
cpv,2008,80
cpv,2009,90
cpv,2010,90
cpv,2011,60
cpv,2012,60
cpv,2013,60
cpv,2014,60
cpv,2015,60
cpv,2016,60
cpv,2017,50
cpv,2018,50
khm,1990,2620
khm,1991,2670
khm,1992,2850
khm,1993,2930
khm,1994,2890
khm,1995,3060
khm,1996,3250
khm,1997,3170
khm,1998,3050
khm,1999,3420
khm,2000,3090
khm,2001,2890
khm,2002,3050
khm,2003,3200
khm,2004,3340
khm,2005,3270
khm,2006,3610
khm,2007,3740
khm,2008,3750
khm,2009,3930
khm,2010,3880
khm,2011,4080
khm,2012,3860
khm,2013,3860
khm,2014,3830
khm,2015,4060
khm,2016,3820
khm,2017,4340
khm,2018,4200
cmr,1990,4760
cmr,1991,4700
cmr,1992,4720
cmr,1993,4710
cmr,1994,4750
cmr,1995,4750
cmr,1996,4890
cmr,1997,5070
cmr,1998,5620
cmr,1999,5580
cmr,2000,6280
cmr,2001,5860
cmr,2002,5780
cmr,2003,6440
cmr,2004,5680
cmr,2005,6430
cmr,2006,5870
cmr,2007,5740
cmr,2008,5540
cmr,2009,5360
cmr,2010,5620
cmr,2011,5530
cmr,2012,5440
cmr,2013,5590
cmr,2014,5470
cmr,2015,5540
cmr,2016,5610
cmr,2017,5570
cmr,2018,5570
can,1990,23880
can,1991,24360
can,1992,24810
can,1993,25430
can,1994,25510
can,1995,26940
can,1996,28430
can,1997,27660
can,1998,28700
can,1999,28410
can,2000,27310
can,2001,26760
can,2002,27490
can,2003,28120
can,2004,28250
can,2005,29710
can,2006,27010
can,2007,30750
can,2008,30060
can,2009,29140
can,2010,29930
can,2011,32360
can,2012,34530
can,2013,34090
can,2014,33500
can,2015,33400
can,2016,32610
can,2017,33000
can,2018,34720
caf,1990,8020
caf,1991,8140
caf,1992,8150
caf,1993,8170
caf,1994,8210
caf,1995,8250
caf,1996,9280
caf,1997,9350
caf,1998,10360
caf,1999,9120
caf,2000,10640
caf,2001,8620
caf,2002,7430
caf,2003,10080
caf,2004,8700
caf,2005,9210
caf,2006,9250
caf,2007,9370
caf,2008,10030
caf,2009,7640
caf,2010,8740
caf,2011,9320
caf,2012,7800
caf,2013,8430
caf,2014,8180
caf,2015,8310
caf,2016,9240
caf,2017,8430
caf,2018,8630
tcd,1990,5840
tcd,1991,7980
tcd,1992,8270
tcd,1993,8530
tcd,1994,8870
tcd,1995,9180
tcd,1996,10520
tcd,1997,10600
tcd,1998,10800
tcd,1999,11580
tcd,2000,12780
tcd,2001,10770
tcd,2002,11700
tcd,2003,12450
tcd,2004,12950
tcd,2005,13770
tcd,2006,14050
tcd,2007,14870
tcd,2008,15230
tcd,2009,15360
tcd,2010,16420
tcd,2011,17310
tcd,2012,18250
tcd,2013,18800
tcd,2014,19590
tcd,2015,21270
tcd,2016,22970
tcd,2017,23480
tcd,2018,24510
chl,1990,3900
chl,1991,3880
chl,1992,4040
chl,1993,4240
chl,1994,4480
chl,1995,4670
chl,1996,4820
chl,1997,4920
chl,1998,4890
chl,1999,5050
chl,2000,5100
chl,2001,5130
chl,2002,5240
chl,2003,5060
chl,2004,5640
chl,2005,5360
chl,2006,5520
chl,2007,5800
chl,2008,6270
chl,2009,6010
chl,2010,6010
chl,2011,5610
chl,2012,5660
chl,2013,5310
chl,2014,5360
chl,2015,5500
chl,2016,5070
chl,2017,5090
chl,2018,5180
chn,1990,253600
chn,1991,259600
chn,1992,264040
chn,1993,253910
chn,1994,266340
chn,1995,305600
chn,1996,327870
chn,1997,296690
chn,1998,302180
chn,1999,315160
chn,2000,304170
chn,2001,303490
chn,2002,318170
chn,2003,316520
chn,2004,326150
chn,2005,330850
chn,2006,334580
chn,2007,335130
chn,2008,342750
chn,2009,346210
chn,2010,349350
chn,2011,348630
chn,2012,352640
chn,2013,353260
chn,2014,353890
chn,2015,357380
chn,2016,357550
chn,2017,348750
chn,2018,341510
col,1990,16290
col,1991,16240
col,1992,16180
col,1993,16460
col,1994,16700
col,1995,16650
col,1996,16360
col,1997,16340
col,1998,16640
col,1999,15960
col,2000,16410
col,2001,16880
col,2002,17140
col,2003,17800
col,2004,18000
col,2005,18430
col,2006,18800
col,2007,20210
col,2008,19290
col,2009,19400
col,2010,19810
col,2011,19050
col,2012,18590
col,2013,17120
col,2014,17670
col,2015,17140
col,2016,17230
col,2017,18410
col,2018,19030
com,1990,40
com,1991,40
com,1992,40
com,1993,40
com,1994,40
com,1995,40
com,1996,40
com,1997,40
com,1998,50
com,1999,50
com,2000,40
com,2001,40
com,2002,50
com,2003,40
com,2004,40
com,2005,40
com,2006,40
com,2007,40
com,2008,50
com,2009,40
com,2010,50
com,2011,50
com,2012,50
com,2013,50
com,2014,50
com,2015,50
com,2016,50
com,2017,50
com,2018,50
cod,1990,12760
cod,1991,12680
cod,1992,12710
cod,1993,12690
cod,1994,12680
cod,1995,12610
cod,1996,9890
cod,1997,9650
cod,1998,10150
cod,1999,9220
cod,2000,9030
cod,2001,9890
cod,2002,12480
cod,2003,13660
cod,2004,14600
cod,2005,14350
cod,2006,14550
cod,2007,12760
cod,2008,13530
cod,2009,13380
cod,2010,13880
cod,2011,13040
cod,2012,12840
cod,2013,13480
cod,2014,13090
cod,2015,13590
cod,2016,13440
cod,2017,13970
cod,2018,13090
cog,1990,1440
cog,1991,1450
cog,1992,1450
cog,1993,1450
cog,1994,1450
cog,1995,1450
cog,1996,820
cog,1997,840
cog,1998,870
cog,1999,870
cog,2000,760
cog,2001,810
cog,2002,1060
cog,2003,1500
cog,2004,1570
cog,2005,1790
cog,2006,1820
cog,2007,1660
cog,2008,1670
cog,2009,1590
cog,2010,1820
cog,2011,1860
cog,2012,1800
cog,2013,1880
cog,2014,1660
cog,2015,1850
cog,2016,1880
cog,2017,1860
cog,2018,1910
cri,1990,1550
cri,1991,1590
cri,1992,1590
cri,1993,1560
cri,1994,1520
cri,1995,1420
cri,1996,1500
cri,1997,1550
cri,1998,1590
cri,1999,1390
cri,2000,1290
cri,2001,1170
cri,2002,1150
cri,2003,1270
cri,2004,1150
cri,2005,1210
cri,2006,1230
cri,2007,1310
cri,2008,1400
cri,2009,1180
cri,2010,1300
cri,2011,1510
cri,2012,1450
cri,2013,1480
cri,2014,1400
cri,2015,1460
cri,2016,1590
cri,2017,1540
cri,2018,1570
civ,1990,2450
civ,1991,2500
civ,1992,2540
civ,1993,2620
civ,1994,2680
civ,1995,2740
civ,1996,2590
civ,1997,2750
civ,1998,2780
civ,1999,2700
civ,2000,2800
civ,2001,3020
civ,2002,3350
civ,2003,3220
civ,2004,2610
civ,2005,3300
civ,2006,3090
civ,2007,3210
civ,2008,2950
civ,2009,2850
civ,2010,2850
civ,2011,2970
civ,2012,3020
civ,2013,3240
civ,2014,2840
civ,2015,2910
civ,2016,3500
civ,2017,2900
civ,2018,2840
hrv,1990,1930
hrv,1991,1740
hrv,1992,1670
hrv,1993,1410
hrv,1994,1390
hrv,1995,1350
hrv,1996,1380
hrv,1997,1700
hrv,1998,1340
hrv,1999,1360
hrv,2000,1420
hrv,2001,1350
hrv,2002,1540
hrv,2003,1460
hrv,2004,1680
hrv,2005,1530
hrv,2006,1970
hrv,2007,2050
hrv,2008,2390
hrv,2009,1320
hrv,2010,1420
hrv,2011,1560
hrv,2012,1350
hrv,2013,1160
hrv,2014,1140
hrv,2015,1220
hrv,2016,1170
hrv,2017,1290
hrv,2018,1320
cub,1990,4890
cub,1991,4650
cub,1992,4450
cub,1993,3910
cub,1994,3670
cub,1995,3620
cub,1996,3570
cub,1997,3680
cub,1998,3560
cub,1999,3340
cub,2000,3300
cub,2001,3450
cub,2002,3180
cub,2003,2960
cub,2004,3050
cub,2005,2850
cub,2006,3020
cub,2007,3090
cub,2008,3150
cub,2009,3050
cub,2010,3090
cub,2011,3300
cub,2012,3230
cub,2013,3340
cub,2014,3520
cub,2015,3410
cub,2016,3300
cub,2017,3270
cub,2018,3180
cyp,1990,240
cyp,1991,230
cyp,1992,280
cyp,1993,280
cyp,1994,270
cyp,1995,270
cyp,1996,280
cyp,1997,260
cyp,1998,270
cyp,1999,270
cyp,2000,250
cyp,2001,270
cyp,2002,290
cyp,2003,290
cyp,2004,270
cyp,2005,240
cyp,2006,250
cyp,2007,240
cyp,2008,230
cyp,2009,240
cyp,2010,260
cyp,2011,250
cyp,2012,250
cyp,2013,220
cyp,2014,210
cyp,2015,230
cyp,2016,230
cyp,2017,230
cyp,2018,230
cze,1990,5820
cze,1991,4370
cze,1992,4020
cze,1993,3660
cze,1994,3650
cze,1995,3520
cze,1996,3700
cze,1997,3420
cze,1998,3280
cze,1999,3210
cze,2000,3440
cze,2001,3780
cze,2002,2930
cze,2003,2990
cze,2004,3060
cze,2005,3000
cze,2006,2960
cze,2007,3100
cze,2008,3050
cze,2009,2980
cze,2010,2980
cze,2011,3090
cze,2012,3540
cze,2013,3560
cze,2014,3630
cze,2015,4040
cze,2016,4110
cze,2017,3790
cze,2018,3690
dnk,1990,5670
dnk,1991,5520
dnk,1992,5180
dnk,1993,5250
dnk,1994,5120
dnk,1995,5060
dnk,1996,5030
dnk,1997,5010
dnk,1998,4900
dnk,1999,4680
dnk,2000,4650
dnk,2001,4580
dnk,2002,4440
dnk,2003,4450
dnk,2004,4260
dnk,2005,4250
dnk,2006,4240
dnk,2007,4270
dnk,2008,4400
dnk,2009,4240
dnk,2010,4200
dnk,2011,4200
dnk,2012,4260
dnk,2013,4150
dnk,2014,4340
dnk,2015,4490
dnk,2016,4460
dnk,2017,4450
dnk,2018,4120
dji,1990,190
dji,1991,190
dji,1992,190
dji,1993,200
dji,1994,200
dji,1995,220
dji,1996,230
dji,1997,230
dji,1998,240
dji,1999,240
dji,2000,240
dji,2001,250
dji,2002,250
dji,2003,250
dji,2004,250
dji,2005,250
dji,2006,240
dji,2007,250
dji,2008,250
dji,2009,250
dji,2010,250
dji,2011,250
dji,2012,250
dji,2013,250
dji,2014,250
dji,2015,250
dji,2016,250
dji,2017,250
dji,2018,250
dma,1990,20
dma,1991,20
dma,1992,20
dma,1993,20
dma,1994,20
dma,1995,20
dma,1996,20
dma,1997,20
dma,1998,20
dma,1999,20
dma,2000,20
dma,2001,20
dma,2002,10
dma,2003,10
dma,2004,10
dma,2005,10
dma,2006,10
dma,2007,10
dma,2008,10
dma,2009,10
dma,2010,10
dma,2011,10
dma,2012,10
dma,2013,10
dma,2014,10
dma,2015,10
dma,2016,10
dma,2017,10
dma,2018,10
dom,1990,1740
dom,1991,1870
dom,1992,1830
dom,1993,1830
dom,1994,1870
dom,1995,1890
dom,1996,1980
dom,1997,2030
dom,1998,2000
dom,1999,1790
dom,2000,1720
dom,2001,1860
dom,2002,2140
dom,2003,2030
dom,2004,2230
dom,2005,2240
dom,2006,2390
dom,2007,2570
dom,2008,2530
dom,2009,2590
dom,2010,2710
dom,2011,2670
dom,2012,2570
dom,2013,2600
dom,2014,2630
dom,2015,2750
dom,2016,2810
dom,2017,2880
dom,2018,3000
ecu,1990,3360
ecu,1991,3480
ecu,1992,3630
ecu,1993,3760
ecu,1994,3870
ecu,1995,3940
ecu,1996,4170
ecu,1997,4520
ecu,1998,4330
ecu,1999,4000
ecu,2000,3730
ecu,2001,4940
ecu,2002,4410
ecu,2003,4310
ecu,2004,4490
ecu,2005,4250
ecu,2006,4320
ecu,2007,4030
ecu,2008,4400
ecu,2009,4620
ecu,2010,4850
ecu,2011,4890
ecu,2012,4730
ecu,2013,4680
ecu,2014,4580
ecu,2015,4070
ecu,2016,4170
ecu,2017,4210
ecu,2018,4340
egy,1990,9450
egy,1991,10130
egy,1992,10100
egy,1993,10890
egy,1994,10030
egy,1995,11730
egy,1996,12120
egy,1997,11760
egy,1998,12290
egy,1999,12400
egy,2000,13170
egy,2001,13450
egy,2002,14140
egy,2003,14540
egy,2004,15680
egy,2005,15500
egy,2006,15180
egy,2007,14670
egy,2008,14910
egy,2009,14800
egy,2010,14400
egy,2011,14990
egy,2012,14560
egy,2013,14630
egy,2014,14740
egy,2015,15320
egy,2016,15650
egy,2017,15430
egy,2018,15540
slv,1990,1080
slv,1991,1100
slv,1992,1120
slv,1993,1080
slv,1994,1040
slv,1995,950
slv,1996,1140
slv,1997,1160
slv,1998,1010
slv,1999,1070
slv,2000,990
slv,2001,1060
slv,2002,1020
slv,2003,1020
slv,2004,1100
slv,2005,1230
slv,2006,1180
slv,2007,1280
slv,2008,1360
slv,2009,1270
slv,2010,1280
slv,2011,1240
slv,2012,1210
slv,2013,1080
slv,2014,1010
slv,2015,1040
slv,2016,990
slv,2017,1020
slv,2018,980
gnq,1990,10
gnq,1991,10
gnq,1992,10
gnq,1993,10
gnq,1994,10
gnq,1995,10
gnq,1996,10
gnq,1997,10
gnq,1998,10
gnq,1999,10
gnq,2000,10
gnq,2001,10
gnq,2002,10
gnq,2003,10
gnq,2004,10
gnq,2005,10
gnq,2006,10
gnq,2007,10
gnq,2008,10
gnq,2009,10
gnq,2010,10
gnq,2011,10
gnq,2012,10
gnq,2013,10
gnq,2014,10
gnq,2015,10
gnq,2016,10
gnq,2017,10
gnq,2018,10
eri,1990,1190
eri,1991,1190
eri,1992,1220
eri,1993,990
eri,1994,1020
eri,1995,1030
eri,1996,1200
eri,1997,1380
eri,1998,1470
eri,1999,1510
eri,2000,1570
eri,2001,1420
eri,2002,1390
eri,2003,1420
eri,2004,1440
eri,2005,1480
eri,2006,1420
eri,2007,1530
eri,2008,1520
eri,2009,1520
eri,2010,1470
eri,2011,1550
eri,2012,1550
eri,2013,1570
eri,2014,1570
eri,2015,1580
eri,2016,1610
eri,2017,1600
eri,2018,1630
est,1990,1710
est,1991,1600
est,1992,1410
est,1993,1280
est,1994,1140
est,1995,1080
est,1996,1030
est,1997,1020
est,1998,1060
est,1999,1050
est,2000,1070
est,2001,1030
est,2002,1020
est,2003,1060
est,2004,1080
est,2005,1060
est,2006,1070
est,2007,1100
est,2008,1160
est,2009,1110
est,2010,1120
est,2011,1140
est,2012,1170
est,2013,1180
est,2014,1220
est,2015,1240
est,2016,1180
est,2017,1210
est,2018,1200
swz,1990,420
swz,1991,440
swz,1992,450
swz,1993,380
swz,1994,390
swz,1995,400
swz,1996,400
swz,1997,400
swz,1998,400
swz,1999,380
swz,2000,370
swz,2001,340
swz,2002,350
swz,2003,380
swz,2004,370
swz,2005,390
swz,2006,350
swz,2007,390
swz,2008,380
swz,2009,360
swz,2010,400
swz,2011,390
swz,2012,390
swz,2013,400
swz,2014,390
swz,2015,370
swz,2016,370
swz,2017,370
swz,2018,370
eth,1990,22140
eth,1991,22100
eth,1992,22590
eth,1993,20020
eth,1994,20260
eth,1995,20410
eth,1996,21620
eth,1997,22080
eth,1998,24240
eth,1999,24020
eth,2000,22640
eth,2001,23430
eth,2002,26940
eth,2003,25670
eth,2004,26540
eth,2005,27890
eth,2006,29270
eth,2007,32690
eth,2008,33610
eth,2009,35170
eth,2010,36840
eth,2011,36220
eth,2012,38230
eth,2013,38880
eth,2014,40430
eth,2015,41460
eth,2016,43030
